"","academic_year","pupils_name","parental_contact_full_name","parental_contact_email"
"937",4,"Garnsworthy, Corey","Eryn, Colet","Colet.Eryn@Brainbox.com"
"938",3,"Skotcher, Lyssa","Dinny, Lori","Lori.Dinny@Shuffletag.com"
"939",2,"Congreave, Farra","Cairistiona, Vera","Vera.Cairistiona@Topdrive.com"
"940",2,"Hartle, Chanda","Christopher, Jackquelin","Jackquelin.Christopher@Meejo.com"
"941",3,"Pressman, Emmott","Robers, Jamill","Jamill.Robers@Omba.com"
"942",3,"Roussel, Alvera","Reinold, Tisha","Tisha.Reinold@Chatterbridge.com"
"943",3,"Pennington, Korney","Roanna, Renaud","Renaud.Roanna@Youfeed.com"
"944",4,"Rousby, Travus","Sammie, Caesar","Caesar.Sammie@Dablist.com"
"945",2,"Pleaden, Wakefield","Carri, Louella","Louella.Carri@Katz.com"
"946",2,"Pirrie, Amy","Nomi, Peggy","Peggy.Nomi@Zava.com"
"947",1,"Poyntz, Barn","Alikee, Dorothee","Dorothee.Alikee@Skimia.com"
"948",2,"Okie, Heindrick","Bertine, Roseanne","Roseanne.Bertine@Feednation.com"
"949",4,"Thulborn, Gan","Cornelius, Scottie","Scottie.Cornelius@Jaxbean.com"
"950",1,"Wallach, Delphinia","Prudy, Riannon","Riannon.Prudy@Thoughtworks.com"
"951",3,"Hallad, Harlin","Rowney, Flint","Flint.Rowney@Meemm.com"
"952",1,"Side, Ida","Gavan, Cynde","Cynde.Gavan@Mymm.com"
"953",1,"Cavilla, Lia","Aurelie, Moll","Moll.Aurelie@Dynabox.com"
"954",3,"Bevans, Tammie","Kristi, Meredeth","Meredeth.Kristi@Jabbercube.com"
"955",4,"Genny, Towney","Hymie, Konrad","Konrad.Hymie@Kwideo.com"
"956",1,"Midson, Darsie","Tiffanie, Augustus","Augustus.Tiffanie@Buzzbean.com"
"957",1,"Timeby, Bobbee","Lemmie, Vanya","Vanya.Lemmie@Jayo.com"
"958",4,"Pardal, Giacinta","Richmond, Joscelin","Joscelin.Richmond@Rhyzio.com"
"959",1,"McCrossan, Justinian","Margy, Edsel","Edsel.Margy@Kazu.com"
"960",2,"Peizer, Maxine","Nannette, Eugen","Eugen.Nannette@Devcast.com"
"961",4,"Oloshin, Claudell","Lilli, Shaine","Shaine.Lilli@Kaymbo.com"
"962",3,"Marc, Risa","Minni, Jobyna","Jobyna.Minni@Twitterworks.com"
"963",4,"Kowalski, Leontine","Devinne, Hermy","Hermy.Devinne@Zazio.com"
"964",3,"Lindsell, Yasmin","Wit, Nadeen","Nadeen.Wit@Wikizz.com"
"965",3,"Bestwick, Carlyle","Rollie, Clareta","Clareta.Rollie@Yakijo.com"
"966",3,"Emps, Arnold","Madelene, Louis","Louis.Madelene@Bluezoom.com"
"967",1,"Trevaskus, Cassandry","Jerrilee, Ferdie","Ferdie.Jerrilee@Eazzy.com"
"968",2,"Whitlock, Julianna","Bendix, Herbert","Herbert.Bendix@JumpXS.com"
"969",4,"Grzelewski, Meryl","Gray, Charita","Charita.Gray@Twitterbridge.com"
"970",1,"Ketch, Louella","Sly, Shara","Shara.Sly@Yakijo.com"
"971",4,"Dreng, Meredith","Fernanda, Hyatt","Hyatt.Fernanda@Buzzshare.com"
"972",1,"Bridgstock, Brana","Lynett, Derrik","Derrik.Lynett@Innotype.com"
"973",1,"Roswarne, Efrem","Kipper, Kara-lynn","Kara-lynn.Kipper@Oyoyo.com"
"974",4,"Hannabuss, Catrina","Hernando, Gabey","Gabey.Hernando@Bubbletube.com"
"975",3,"Swansbury, Ainslie","Twila, Tamra","Tamra.Twila@Browsetype.com"
"976",3,"Archard, Jerry","Hilliary, Adina","Adina.Hilliary@Ntag.com"
"977",3,"Chevis, Cly","Quinta, Korie","Korie.Quinta@Mymm.com"
"978",2,"Alves, Tarrance","Ogdon, Flint","Flint.Ogdon@Pixope.com"
"979",1,"Bakesef, Geneva","Kimball, Minnaminnie","Minnaminnie.Kimball@Flashpoint.com"
"980",3,"Youel, Rosaline","Ted, Calypso","Calypso.Ted@Shufflebeat.com"
"981",2,"Cessford, Livvyy","Evangeline, Roman","Roman.Evangeline@Cogibox.com"
"982",1,"Maharey, Deirdre","Whit, Dion","Dion.Whit@Browseblab.com"
"983",2,"Heckney, Dyan","Opalina, Nate","Nate.Opalina@Realbridge.com"
"984",1,"Bunclark, Alika","Daffi, Eadie","Eadie.Daffi@Quatz.com"
"985",3,"Flewitt, Daryle","Madelina, Belita","Belita.Madelina@Gigazoom.com"
"986",1,"Okeshott, Clovis","Steffen, Donavon","Donavon.Steffen@Yakijo.com"
"987",1,"Shory, Gratia","Ardith, Corabella","Corabella.Ardith@Devcast.com"
"988",3,"Beidebeke, Alane","Frans, Leoine","Leoine.Frans@Camimbo.com"
"989",3,"Hembery, Bridie","Agatha, Dennison","Dennison.Agatha@Bluejam.com"
"990",3,"Loughran, Hannis","Hadleigh, Rafaelita","Rafaelita.Hadleigh@Thoughtsphere.com"
"991",4,"Glowinski, Gwen","Hillier, Trenna","Trenna.Hillier@Twitterworks.com"
"992",1,"Wrightson, Henrie","Layton, Cortney","Cortney.Layton@Zoomlounge.com"
"993",2,"Raine, Ludwig","Chicky, Edy","Edy.Chicky@Skilith.com"
"994",2,"Pie, Hamel","Hill, Kattie","Kattie.Hill@Jatri.com"
"995",4,"Sergison, Tamma","Tarrance, Jakie","Jakie.Tarrance@Bluejam.com"
"996",1,"Worling, Ninetta","Sibbie, Peterus","Peterus.Sibbie@Omba.com"
"997",3,"Tinton, Stanford","Kyle, Augustin","Augustin.Kyle@Dabshots.com"
"998",2,"MacCook, Ertha","Sidonia, Kessiah","Kessiah.Sidonia@Topicshots.com"
"999",4,"Randles, Lawton","Kali, Reeva","Reeva.Kali@Skalith.com"
"1000",2,"Pashbee, Engracia","Emlynn, Almeda","Almeda.Emlynn@Zoomzone.com"
